
============================================================
QUERY 1 - SELECT + WHERE
============================================================

SQL QUERY:
SELECT *
FROM books
WHERE rating >= 4

OUTPUT:
 book_id                                                                    title  price_gbp  price_inr  rating  in_stock  category_id
      75                           A Girl's Guide to Moving On (New Beginnings #2)      31.30    3302.15       1         1            Romance
      76                                        The Perfect Play (Play by Play #1)      59.99    6328.95       3         1            Romance
      77                                  Dark Lover (Black Dagger Brotherhood #1)      12.87    1357.78       1         1            Romance
      78                                       Changing the Game (Play by Play #2)      13.38    1411.59       3         1            Romance
      79                                                        A Walk to Remember      56.43    5953.36       1         1            Romance
      80                                The Purest Hook (Second Circle Tattoos #3)      12.25    1292.38       1         1            Romance
      81                                                             The Obsession      45.43    4792.86       1         1            Romance
      82                                                      Reservations for Two      11.10    1171.05       3         1            Romance
      83                                         Best of My Love (Fool's Gold #20)      27.41    2891.76       2         1            Romance
      84                               Where Lightning Strikes (Bleeding Stars #3)      39.77    4195.74       3         1            Romance
      85                                       This One Moment (Pushing Limits #1)      48.71    5138.90       1         1            Romance
      86                                                  Rhythm, Chord & Malykhin      28.34    2989.87       2         1            Romance
      87                                      My Perfect Mistake (Over the Top #1)      38.92    4106.06       2         1            Romance
      88                                                  Listen to Me (Fusion #1)      58.99    6223.45       3         1            Romance
      89                                                         Imperfect Harmony      34.74    3665.07       4         1            Romance
      90                                               Fighting Fate (Fighting #6)      39.24    4139.82       3         1            Romance
      91                                           Deep Under (Walker Security #1)      47.09    4968.00       5         1            Romance
      92                                 Charity's Cross (Charles Towne Belles #4)      41.24    4350.82       1         1            Romance
      93                                             Bounty (Colorado Mountain #7)      37.26    3930.93       4         1            Romance
      94                                                                Soumission      50.10    5285.55       1         1            Fiction
      95                                               Private Paris (Private #10)      47.61    5022.85       5         1            Fiction
      96                                              We Love You, Charlie Freeman      50.27    5303.48       5         1            Fiction
      97                                                                    Thirst      17.27    1821.98       5         1            Fiction
      98                         The Murder That Never Was (Forensic Instincts #5)      54.11    5708.60       3         1            Fiction
      99                                                    Tuesday Nights in 1980      21.04    2219.72       2         1            Fiction
     100                                                           The Vacationers      42.15    4446.82       4         1            Fiction
     101                                      The Regional Office Is Under Attack!      51.36    5418.48       5         1            Fiction
     102                                  Finders Keepers (Bill Hodges Trilogy #2)      53.53    5647.42       5         1            Fiction
     103                                                           The Time Keeper      27.88    2941.34       5         1            Fiction
     104                                                     The Testament of Mary      52.67    5556.68       4         1            Fiction
     105                                       The First Hostage (J.B. Collins #2)      25.85    2727.18       3         1            Fiction
     106                                                          Take Me with You      45.21    4769.66       3         1            Fiction
     107                                              Still Life with Bread Crumbs      26.41    2786.26       3         1            Fiction
     108                                                                     Shtum      55.84    5891.12       4         1            Fiction
     109                                                    My Name Is Lucy Barton      41.56    4384.58       1         1            Fiction
     110                                                             My Mrs. Brown      24.48    2582.64       3         1            Fiction
     111                                     Mr. Mercedes (Bill Hodges Trilogy #1)      28.90    3048.95       1         1            Fiction
     112                                                 I Am Pilgrim (Pilgrim #1)      10.60    1118.30       4         1            Fiction
     113                                          Eligible (The Austen Project #4)      27.09    2858.00       3         1            Fiction
     114                                                      Eight Hundred Grapes      14.39    1518.14       4         1            Fiction
     115                                                        Dear Mr. Knightley      11.21    1182.66       5         1            Fiction
     116                               Cometh the Hour (The Clifton Chronicles #6)      25.01    2638.56       3         1            Fiction
     117                                                           Balloon Animals      17.03    1796.67       3         1            Fiction
     118                                                          A Man Called Ove      39.72    4190.46       1         1            Fiction
     119                                   The Silent Sister (Riley MacPherson #1)      46.29    4883.60       5         1            Fiction
     120                                                          The Dinner Party      56.54    5964.97       2         1            Fiction
     121                                                 The Improbability of Love      59.45    6271.98       1         1            Fiction
     122                                                          Mothering Sunday      13.34    1407.37       2         1            Fiction
     123                                               Lies and Other Acts of Love      45.14    4762.27       1         1            Fiction
     124                                                                Daredevils      16.34    1723.87       3         1            Fiction
     125                                                                  11/22/63      48.48    5114.64       3         1            Fiction
     126                                                                 The Shack      28.03    2957.16       1         1            Fiction
     127                                            The High Mountains of Portugal      51.15    5396.32       1         1            Fiction
     128                                                           Miller's Valley      58.54    6175.97       2         1            Fiction
     129                                                         Hystopia: A Novel      21.96    2316.78       4         1            Fiction
     130                                     The Bourne Identity (Jason Bourne #1)      42.78    4513.29       4         1            Fiction
     131                                                               Sister Dear      40.20    4241.10       4         1            Fiction
     132                                                       Memoirs of a Geisha      49.67    5240.19       3         1            Fiction
     133                                          Me Before You (Me Before You #1)      19.02    2006.61       1         1            Fiction
     134                                                           Deception Point      40.32    4253.76       4         1            Fiction
     135                                                 The Little Paris Bookshop      24.73    2609.02       3         1            Fiction
     136                                                                  The Firm      45.56    4806.58       3         1            Fiction
     137                                                           The Expatriates      44.58    4703.19       2         1            Fiction
     138                                                                Siddhartha      34.22    3610.21       5         1            Fiction
     139                                         Last One Home (New Beginnings #1)      59.98    6327.89       3         1            Fiction
     140                                                          Digital Fortress      58.00    6119.00       5         1            Fiction
     141                                                            Atlas Shrugged      26.58    2804.19       5         1            Fiction
     142                                                       Three-Martini Lunch      23.21    2448.66       3         1            Fiction
     143                                                           The Nightingale      26.26    2770.43       4         1            Fiction
     144                                                            The Infinities      27.41    2891.76       1         1            Fiction
     145                                                      The Husband's Secret      52.51    5539.80       5         1            Fiction
     146                                     The Da Vinci Code (Robert Langdon #2)      22.96    2422.28       2         1            Fiction
     147                                                       The Art of Fielding      22.10    2331.55       1         1            Fiction
     148                                                          Lila (Gilead #3)      12.47    1315.58       3         1            Fiction
     149                                          Jurassic Park (Jurassic Park #1)      44.97    4744.34       1         1            Fiction
     150                                               Inferno (Robert Langdon #4)      41.00    4325.50       5         1            Fiction
     151                                  Crazy Rich Asians (Crazy Rich Asians #1)      49.13    5183.22       5         1            Fiction
     152                                                           Big Little Lies      22.11    2332.60       1         1            Fiction
     153                                                        The Course of Love      16.78    1770.29       3         1            Fiction
     154                                                             When I'm Gone      51.96    5481.78       3         1            Fiction
     155                                                           The Silent Wife      12.34    1301.87       5         1            Fiction
     156                                                      The Bette Davis Club      30.66    3234.63       3         1            Fiction
     157                                             Kitchens of the Great Midwest      57.20    6034.60       5         1            Fiction
     158                                                              Bright Lines      39.07    4121.88       5         1            Fiction

